year,round,college_code,college_name,branch,category,closing_rank,source_file,round_sort_order
2021,1,E009,New Horizon College of Engineering,Electrical & Electronics,GM,5659,SAMPLE_DATA_NOT_REAL,0
2021,2,E009,New Horizon College of Engineering,Electrical & Electronics,GM,6375,SAMPLE_DATA_NOT_REAL,1
2021,Final,E009,New Horizon College of Engineering,Electrical & Electronics,GM,7471,SAMPLE_DATA_NOT_REAL,99
2022,1,E009,New Horizon College of Engineering,Electrical & Electronics,GM,5453,SAMPLE_DATA_NOT_REAL,0
2022,2,E009,New Horizon College of Engineering,Electrical & Electronics,GM,5589,SAMPLE_DATA_NOT_REAL,1
2022,Final,E009,New Horizon College of Engineering,Electrical & Electronics,GM,7344,SAMPLE_DATA_NOT_REAL,99
2023,1,E009,New Horizon College of Engineering,Electrical & Electronics,GM,5155,SAMPLE_DATA_NOT_REAL,0
2023,2,E009,New Horizon College of Engineering,Electrical & Electronics,GM,5871,SAMPLE_DATA_NOT_REAL,1
2023,Final,E009,New Horizon College of Engineering,Electrical & Electronics,GM,7300,SAMPLE_DATA_NOT_REAL,99
2024,1,E009,New Horizon College of Engineering,Electrical & Electronics,GM,5048,SAMPLE_DATA_NOT_REAL,0
2024,2,E009,New Horizon College of Engineering,Electrical & Electronics,GM,5545,SAMPLE_DATA_NOT_REAL,1
2024,Final,E009,New Horizon College of Engineering,Electrical & Electronics,GM,6157,SAMPLE_DATA_NOT_REAL,99
2025,1,E009,New Horizon College of Engineering,Electrical & Electronics,GM,4839,SAMPLE_DATA_NOT_REAL,0
2025,2,E009,New Horizon College of Engineering,Electrical & Electronics,GM,5329,SAMPLE_DATA_NOT_REAL,1
2025,Final,E009,New Horizon College of Engineering,Electrical & Electronics,GM,5846,SAMPLE_DATA_NOT_REAL,99
2021,1,E009,New Horizon College of Engineering,Electrical & Electronics,SC,17129,SAMPLE_DATA_NOT_REAL,0
2021,2,E009,New Horizon College of Engineering,Electrical & Electronics,SC,18411,SAMPLE_DATA_NOT_REAL,1
2021,Final,E009,New Horizon College of Engineering,Electrical & Electronics,SC,21544,SAMPLE_DATA_NOT_REAL,99
2022,1,E009,New Horizon College of Engineering,Electrical & Electronics,SC,14624,SAMPLE_DATA_NOT_REAL,0
2022,2,E009,New Horizon College of Engineering,Electrical & Electronics,SC,18192,SAMPLE_DATA_NOT_REAL,1
2022,Final,E009,New Horizon College of Engineering,Electrical & Electronics,SC,19731,SAMPLE_DATA_NOT_REAL,99
2023,1,E009,New Horizon College of Engineering,Electrical & Electronics,SC,14893,SAMPLE_DATA_NOT_REAL,0
2023,2,E009,New Horizon College of Engineering,Electrical & Electronics,SC,18739,SAMPLE_DATA_NOT_REAL,1
2023,Final,E009,New Horizon College of Engineering,Electrical & Electronics,SC,19882,SAMPLE_DATA_NOT_REAL,99
2024,1,E009,New Horizon College of Engineering,Electrical & Electronics,SC,13519,SAMPLE_DATA_NOT_REAL,0
2024,2,E009,New Horizon College of Engineering,Electrical & Electronics,SC,17299,SAMPLE_DATA_NOT_REAL,1
2024,Final,E009,New Horizon College of Engineering,Electrical & Electronics,SC,21165,SAMPLE_DATA_NOT_REAL,99
2025,1,E009,New Horizon College of Engineering,Electrical & Electronics,SC,14029,SAMPLE_DATA_NOT_REAL,0
2025,2,E009,New Horizon College of Engineering,Electrical & Electronics,SC,15482,SAMPLE_DATA_NOT_REAL,1
2025,Final,E009,New Horizon College of Engineering,Electrical & Electronics,SC,19555,SAMPLE_DATA_NOT_REAL,99
2021,1,E009,New Horizon College of Engineering,Electrical & Electronics,ST,23189,SAMPLE_DATA_NOT_REAL,0
2021,2,E009,New Horizon College of Engineering,Electrical & Electronics,ST,23817,SAMPLE_DATA_NOT_REAL,1
2021,Final,E009,New Horizon College of Engineering,Electrical & Electronics,ST,31998,SAMPLE_DATA_NOT_REAL,99
2022,1,E009,New Horizon College of Engineering,Electrical & Electronics,ST,22239,SAMPLE_DATA_NOT_REAL,0
2022,2,E009,New Horizon College of Engineering,Electrical & Electronics,ST,24729,SAMPLE_DATA_NOT_REAL,1
2022,Final,E009,New Horizon College of Engineering,Electrical & Electronics,ST,27864,SAMPLE_DATA_NOT_REAL,99
2023,1,E009,New Horizon College of Engineering,Electrical & Electronics,ST,20357,SAMPLE_DATA_NOT_REAL,0
2023,2,E009,New Horizon College of Engineering,Electrical & Electronics,ST,22141,SAMPLE_DATA_NOT_REAL,1
2023,Final,E009,New Horizon College of Engineering,Electrical & Electronics,ST,28965,SAMPLE_DATA_NOT_REAL,99
2024,1,E009,New Horizon College of Engineering,Electrical & Electronics,ST,20942,SAMPLE_DATA_NOT_REAL,0
2024,2,E009,New Horizon College of Engineering,Electrical & Electronics,ST,22238,SAMPLE_DATA_NOT_REAL,1
2024,Final,E009,New Horizon College of Engineering,Electrical & Electronics,ST,25189,SAMPLE_DATA_NOT_REAL,99
2025,1,E009,New Horizon College of Engineering,Electrical & Electronics,ST,19408,SAMPLE_DATA_NOT_REAL,0
2025,2,E009,New Horizon College of Engineering,Electrical & Electronics,ST,21098,SAMPLE_DATA_NOT_REAL,1
2025,Final,E009,New Horizon College of Engineering,Electrical & Electronics,ST,26728,SAMPLE_DATA_NOT_REAL,99
2021,1,E009,New Horizon College of Engineering,Electronics & Comm.,1G,5615,SAMPLE_DATA_NOT_REAL,0
2021,2,E009,New Horizon College of Engineering,Electronics & Comm.,1G,5816,SAMPLE_DATA_NOT_REAL,1
2021,Final,E009,New Horizon College of Engineering,Electronics & Comm.,1G,7782,SAMPLE_DATA_NOT_REAL,99
2022,1,E009,New Horizon College of Engineering,Electronics & Comm.,1G,5470,SAMPLE_DATA_NOT_REAL,0
2022,2,E009,New Horizon College of Engineering,Electronics & Comm.,1G,6298,SAMPLE_DATA_NOT_REAL,1
2022,Final,E009,New Horizon College of Engineering,Electronics & Comm.,1G,6940,SAMPLE_DATA_NOT_REAL,99
2023,1,E009,New Horizon College of Engineering,Electronics & Comm.,1G,5039,SAMPLE_DATA_NOT_REAL,0
2023,2,E009,New Horizon College of Engineering,Electronics & Comm.,1G,5486,SAMPLE_DATA_NOT_REAL,1
2023,Final,E009,New Horizon College of Engineering,Electronics & Comm.,1G,7151,SAMPLE_DATA_NOT_REAL,99
2024,1,E009,New Horizon College of Engineering,Electronics & Comm.,1G,5151,SAMPLE_DATA_NOT_REAL,0
2024,2,E009,New Horizon College of Engineering,Electronics & Comm.,1G,5872,SAMPLE_DATA_NOT_REAL,1
2024,Final,E009,New Horizon College of Engineering,Electronics & Comm.,1G,6445,SAMPLE_DATA_NOT_REAL,99
2025,1,E009,New Horizon College of Engineering,Electronics & Comm.,1G,4440,SAMPLE_DATA_NOT_REAL,0
2025,2,E009,New Horizon College of Engineering,Electronics & Comm.,1G,5172,SAMPLE_DATA_NOT_REAL,1
2025,Final,E009,New Horizon College of Engineering,Electronics & Comm.,1G,6282,SAMPLE_DATA_NOT_REAL,99
2021,1,E009,New Horizon College of Engineering,Electronics & Comm.,2A,6850,SAMPLE_DATA_NOT_REAL,0
2021,2,E009,New Horizon College of Engineering,Electronics & Comm.,2A,7896,SAMPLE_DATA_NOT_REAL,1
2021,Final,E009,New Horizon College of Engineering,Electronics & Comm.,2A,9272,SAMPLE_DATA_NOT_REAL,99
2022,1,E009,New Horizon College of Engineering,Electronics & Comm.,2A,7041,SAMPLE_DATA_NOT_REAL,0
2022,2,E009,New Horizon College of Engineering,Electronics & Comm.,2A,7786,SAMPLE_DATA_NOT_REAL,1
2022,Final,E009,New Horizon College of Engineering,Electronics & Comm.,2A,9379,SAMPLE_DATA_NOT_REAL,99
2023,1,E009,New Horizon College of Engineering,Electronics & Comm.,2A,6195,SAMPLE_DATA_NOT_REAL,0
2023,2,E009,New Horizon College of Engineering,Electronics & Comm.,2A,7211,SAMPLE_DATA_NOT_REAL,1
2023,Final,E009,New Horizon College of Engineering,Electronics & Comm.,2A,8772,SAMPLE_DATA_NOT_REAL,99
2024,1,E009,New Horizon College of Engineering,Electronics & Comm.,2A,6357,SAMPLE_DATA_NOT_REAL,0
2024,2,E009,New Horizon College of Engineering,Electronics & Comm.,2A,7235,SAMPLE_DATA_NOT_REAL,1
2024,Final,E009,New Horizon College of Engineering,Electronics & Comm.,2A,8051,SAMPLE_DATA_NOT_REAL,99
2025,1,E009,New Horizon College of Engineering,Electronics & Comm.,2A,5750,SAMPLE_DATA_NOT_REAL,0
2025,2,E009,New Horizon College of Engineering,Electronics & Comm.,2A,6825,SAMPLE_DATA_NOT_REAL,1
2025,Final,E009,New Horizon College of Engineering,Electronics & Comm.,2A,7859,SAMPLE_DATA_NOT_REAL,99
2021,1,E009,New Horizon College of Engineering,Electronics & Comm.,2B,7558,SAMPLE_DATA_NOT_REAL,0
2021,2,E009,New Horizon College of Engineering,Electronics & Comm.,2B,8907,SAMPLE_DATA_NOT_REAL,1
2021,Final,E009,New Horizon College of Engineering,Electronics & Comm.,2B,9971,SAMPLE_DATA_NOT_REAL,99
2022,1,E009,New Horizon College of Engineering,Electronics & Comm.,2B,7390,SAMPLE_DATA_NOT_REAL,0
2022,2,E009,New Horizon College of Engineering,Electronics & Comm.,2B,8403,SAMPLE_DATA_NOT_REAL,1
2022,Final,E009,New Horizon College of Engineering,Electronics & Comm.,2B,9812,SAMPLE_DATA_NOT_REAL,99
2023,1,E009,New Horizon College of Engineering,Electronics & Comm.,2B,7574,SAMPLE_DATA_NOT_REAL,0
2023,2,E009,New Horizon College of Engineering,Electronics & Comm.,2B,8172,SAMPLE_DATA_NOT_REAL,1
2023,Final,E009,New Horizon College of Engineering,Electronics & Comm.,2B,9135,SAMPLE_DATA_NOT_REAL,99
2024,1,E009,New Horizon College of Engineering,Electronics & Comm.,2B,6916,SAMPLE_DATA_NOT_REAL,0
2024,2,E009,New Horizon College of Engineering,Electronics & Comm.,2B,7723,SAMPLE_DATA_NOT_REAL,1
2024,Final,E009,New Horizon College of Engineering,Electronics & Comm.,2B,10063,SAMPLE_DATA_NOT_REAL,99
2025,1,E009,New Horizon College of Engineering,Electronics & Comm.,2B,6870,SAMPLE_DATA_NOT_REAL,0
2025,2,E009,New Horizon College of Engineering,Electronics & Comm.,2B,8264,SAMPLE_DATA_NOT_REAL,1
2025,Final,E009,New Horizon College of Engineering,Electronics & Comm.,2B,9263,SAMPLE_DATA_NOT_REAL,99
2021,1,E009,New Horizon College of Engineering,Electronics & Comm.,3A,8014,SAMPLE_DATA_NOT_REAL,0
2021,2,E009,New Horizon College of Engineering,Electronics & Comm.,3A,10299,SAMPLE_DATA_NOT_REAL,1
2021,Final,E009,New Horizon College of Engineering,Electronics & Comm.,3A,11912,SAMPLE_DATA_NOT_REAL,99
2022,1,E009,New Horizon College of Engineering,Electronics & Comm.,3A,7908,SAMPLE_DATA_NOT_REAL,0
2022,2,E009,New Horizon College of Engineering,Electronics & Comm.,3A,9247,SAMPLE_DATA_NOT_REAL,1
2022,Final,E009,New Horizon College of Engineering,Electronics & Comm.,3A,10680,SAMPLE_DATA_NOT_REAL,99
2023,1,E009,New Horizon College of Engineering,Electronics & Comm.,3A,7473,SAMPLE_DATA_NOT_REAL,0
2023,2,E009,New Horizon College of Engineering,Electronics & Comm.,3A,8350,SAMPLE_DATA_NOT_REAL,1
2023,Final,E009,New Horizon College of Engineering,Electronics & Comm.,3A,10196,SAMPLE_DATA_NOT_REAL,99
2024,1,E009,New Horizon College of Engineering,Electronics & Comm.,3A,6891,SAMPLE_DATA_NOT_REAL,0
2024,2,E009,New Horizon College of Engineering,Electronics & Comm.,3A,9141,SAMPLE_DATA_NOT_REAL,1
2024,Final,E009,New Horizon College of Engineering,Electronics & Comm.,3A,9683,SAMPLE_DATA_NOT_REAL,99
2025,1,E009,New Horizon College of Engineering,Electronics & Comm.,3A,7155,SAMPLE_DATA_NOT_REAL,0
2025,2,E009,New Horizon College of Engineering,Electronics & Comm.,3A,7824,SAMPLE_DATA_NOT_REAL,1
2025,Final,E009,New Horizon College of Engineering,Electronics & Comm.,3A,8965,SAMPLE_DATA_NOT_REAL,99
2021,1,E009,New Horizon College of Engineering,Electronics & Comm.,3B,9038,SAMPLE_DATA_NOT_REAL,0
2021,2,E009,New Horizon College of Engineering,Electronics & Comm.,3B,9410,SAMPLE_DATA_NOT_REAL,1
2021,Final,E009,New Horizon College of Engineering,Electronics & Comm.,3B,11847,SAMPLE_DATA_NOT_REAL,99
2022,1,E009,New Horizon College of Engineering,Electronics & Comm.,3B,8575,SAMPLE_DATA_NOT_REAL,0
2022,2,E009,New Horizon College of Engineering,Electronics & Comm.,3B,9778,SAMPLE_DATA_NOT_REAL,1
2022,Final,E009,New Horizon College of Engineering,Electronics & Comm.,3B,11728,SAMPLE_DATA_NOT_REAL,99
2023,1,E009,New Horizon College of Engineering,Electronics & Comm.,3B,7785,SAMPLE_DATA_NOT_REAL,0
2023,2,E009,New Horizon College of Engineering,Electronics & Comm.,3B,10061,SAMPLE_DATA_NOT_REAL,1
2023,Final,E009,New Horizon College of Engineering,Electronics & Comm.,3B,11813,SAMPLE_DATA_NOT_REAL,99
2024,1,E009,New Horizon College of Engineering,Electronics & Comm.,3B,8312,SAMPLE_DATA_NOT_REAL,0
2024,2,E009,New Horizon College of Engineering,Electronics & Comm.,3B,9486,SAMPLE_DATA_NOT_REAL,1
2024,Final,E009,New Horizon College of Engineering,Electronics & Comm.,3B,10434,SAMPLE_DATA_NOT_REAL,99
2025,1,E009,New Horizon College of Engineering,Electronics & Comm.,3B,7276,SAMPLE_DATA_NOT_REAL,0
2025,2,E009,New Horizon College of Engineering,Electronics & Comm.,3B,8011,SAMPLE_DATA_NOT_REAL,1
2025,Final,E009,New Horizon College of Engineering,Electronics & Comm.,3B,9428,SAMPLE_DATA_NOT_REAL,99
2021,1,E009,New Horizon College of Engineering,Electronics & Comm.,CAT1,6516,SAMPLE_DATA_NOT_REAL,0
2021,2,E009,New Horizon College of Engineering,Electronics & Comm.,CAT1,7874,SAMPLE_DATA_NOT_REAL,1
2021,Final,E009,New Horizon College of Engineering,Electronics & Comm.,CAT1,8054,SAMPLE_DATA_NOT_REAL,99
2022,1,E009,New Horizon College of Engineering,Electronics & Comm.,CAT1,5897,SAMPLE_DATA_NOT_REAL,0
2022,2,E009,New Horizon College of Engineering,Electronics & Comm.,CAT1,6549,SAMPLE_DATA_NOT_REAL,1
2022,Final,E009,New Horizon College of Engineering,Electronics & Comm.,CAT1,8706,SAMPLE_DATA_NOT_REAL,99
2023,1,E009,New Horizon College of Engineering,Electronics & Comm.,CAT1,5891,SAMPLE_DATA_NOT_REAL,0
2023,2,E009,New Horizon College of Engineering,Electronics & Comm.,CAT1,6419,SAMPLE_DATA_NOT_REAL,1
2023,Final,E009,New Horizon College of Engineering,Electronics & Comm.,CAT1,7600,SAMPLE_DATA_NOT_REAL,99
2024,1,E009,New Horizon College of Engineering,Electronics & Comm.,CAT1,5869,SAMPLE_DATA_NOT_REAL,0
2024,2,E009,New Horizon College of Engineering,Electronics & Comm.,CAT1,6138,SAMPLE_DATA_NOT_REAL,1
2024,Final,E009,New Horizon College of Engineering,Electronics & Comm.,CAT1,8092,SAMPLE_DATA_NOT_REAL,99
2025,1,E009,New Horizon College of Engineering,Electronics & Comm.,CAT1,4998,SAMPLE_DATA_NOT_REAL,0
2025,2,E009,New Horizon College of Engineering,Electronics & Comm.,CAT1,6274,SAMPLE_DATA_NOT_REAL,1
2025,Final,E009,New Horizon College of Engineering,Electronics & Comm.,CAT1,7420,SAMPLE_DATA_NOT_REAL,99
2021,1,E009,New Horizon College of Engineering,Electronics & Comm.,GM,5225,SAMPLE_DATA_NOT_REAL,0
2021,2,E009,New Horizon College of Engineering,Electronics & Comm.,GM,5573,SAMPLE_DATA_NOT_REAL,1
2021,Final,E009,New Horizon College of Engineering,Electronics & Comm.,GM,6405,SAMPLE_DATA_NOT_REAL,99
2022,1,E009,New Horizon College of Engineering,Electronics & Comm.,GM,4693,SAMPLE_DATA_NOT_REAL,0
2022,2,E009,New Horizon College of Engineering,Electronics & Comm.,GM,5589,SAMPLE_DATA_NOT_REAL,1
2022,Final,E009,New Horizon College of Engineering,Electronics & Comm.,GM,6850,SAMPLE_DATA_NOT_REAL,99
2023,1,E009,New Horizon College of Engineering,Electronics & Comm.,GM,4521,SAMPLE_DATA_NOT_REAL,0
2023,2,E009,New Horizon College of Engineering,Electronics & Comm.,GM,5015,SAMPLE_DATA_NOT_REAL,1
2023,Final,E009,New Horizon College of Engineering,Electronics & Comm.,GM,5772,SAMPLE_DATA_NOT_REAL,99
2024,1,E009,New Horizon College of Engineering,Electronics & Comm.,GM,4683,SAMPLE_DATA_NOT_REAL,0
2024,2,E009,New Horizon College of Engineering,Electronics & Comm.,GM,4732,SAMPLE_DATA_NOT_REAL,1
2024,Final,E009,New Horizon College of Engineering,Electronics & Comm.,GM,5952,SAMPLE_DATA_NOT_REAL,99
2025,1,E009,New Horizon College of Engineering,Electronics & Comm.,GM,4186,SAMPLE_DATA_NOT_REAL,0
2025,2,E009,New Horizon College of Engineering,Electronics & Comm.,GM,4705,SAMPLE_DATA_NOT_REAL,1
2025,Final,E009,New Horizon College of Engineering,Electronics & Comm.,GM,5491,SAMPLE_DATA_NOT_REAL,99
2021,1,E009,New Horizon College of Engineering,Electronics & Comm.,SC,15366,SAMPLE_DATA_NOT_REAL,0
2021,2,E009,New Horizon College of Engineering,Electronics & Comm.,SC,16599,SAMPLE_DATA_NOT_REAL,1
2021,Final,E009,New Horizon College of Engineering,Electronics & Comm.,SC,21167,SAMPLE_DATA_NOT_REAL,99
2022,1,E009,New Horizon College of Engineering,Electronics & Comm.,SC,13518,SAMPLE_DATA_NOT_REAL,0
2022,2,E009,New Horizon College of Engineering,Electronics & Comm.,SC,16917,SAMPLE_DATA_NOT_REAL,1
2022,Final,E009,New Horizon College of Engineering,Electronics & Comm.,SC,18148,SAMPLE_DATA_NOT_REAL,99
2023,1,E009,New Horizon College of Engineering,Electronics & Comm.,SC,12896,SAMPLE_DATA_NOT_REAL,0
2023,2,E009,New Horizon College of Engineering,Electronics & Comm.,SC,14745,SAMPLE_DATA_NOT_REAL,1
2023,Final,E009,New Horizon College of Engineering,Electronics & Comm.,SC,18668,SAMPLE_DATA_NOT_REAL,99
2024,1,E009,New Horizon College of Engineering,Electronics & Comm.,SC,12181,SAMPLE_DATA_NOT_REAL,0
2024,2,E009,New Horizon College of Engineering,Electronics & Comm.,SC,15459,SAMPLE_DATA_NOT_REAL,1
2024,Final,E009,New Horizon College of Engineering,Electronics & Comm.,SC,18119,SAMPLE_DATA_NOT_REAL,99
2025,1,E009,New Horizon College of Engineering,Electronics & Comm.,SC,13005,SAMPLE_DATA_NOT_REAL,0
2025,2,E009,New Horizon College of Engineering,Electronics & Comm.,SC,14664,SAMPLE_DATA_NOT_REAL,1
2025,Final,E009,New Horizon College of Engineering,Electronics & Comm.,SC,17581,SAMPLE_DATA_NOT_REAL,99
2021,1,E009,New Horizon College of Engineering,Electronics & Comm.,ST,19719,SAMPLE_DATA_NOT_REAL,0
2021,2,E009,New Horizon College of Engineering,Electronics & Comm.,ST,22395,SAMPLE_DATA_NOT_REAL,1
2021,Final,E009,New Horizon College of Engineering,Electronics & Comm.,ST,26297,SAMPLE_DATA_NOT_REAL,99
2022,1,E009,New Horizon College of Engineering,Electronics & Comm.,ST,17797,SAMPLE_DATA_NOT_REAL,0
2022,2,E009,New Horizon College of Engineering,Electronics & Comm.,ST,20986,SAMPLE_DATA_NOT_REAL,1
2022,Final,E009,New Horizon College of Engineering,Electronics & Comm.,ST,24293,SAMPLE_DATA_NOT_REAL,99
2023,1,E009,New Horizon College of Engineering,Electronics & Comm.,ST,16860,SAMPLE_DATA_NOT_REAL,0
2023,2,E009,New Horizon College of Engineering,Electronics & Comm.,ST,21847,SAMPLE_DATA_NOT_REAL,1
2023,Final,E009,New Horizon College of Engineering,Electronics & Comm.,ST,24941,SAMPLE_DATA_NOT_REAL,99
2024,1,E009,New Horizon College of Engineering,Electronics & Comm.,ST,17310,SAMPLE_DATA_NOT_REAL,0
2024,2,E009,New Horizon College of Engineering,Electronics & Comm.,ST,20527,SAMPLE_DATA_NOT_REAL,1
2024,Final,E009,New Horizon College of Engineering,Electronics & Comm.,ST,25212,SAMPLE_DATA_NOT_REAL,99
2025,1,E009,New Horizon College of Engineering,Electronics & Comm.,ST,17784,SAMPLE_DATA_NOT_REAL,0
2025,2,E009,New Horizon College of Engineering,Electronics & Comm.,ST,18240,SAMPLE_DATA_NOT_REAL,1
2025,Final,E009,New Horizon College of Engineering,Electronics & Comm.,ST,20757,SAMPLE_DATA_NOT_REAL,99
2021,1,E009,New Horizon College of Engineering,Information Science,1G,5707,SAMPLE_DATA_NOT_REAL,0
2021,2,E009,New Horizon College of Engineering,Information Science,1G,6087,SAMPLE_DATA_NOT_REAL,1
2021,Final,E009,New Horizon College of Engineering,Information Science,1G,7874,SAMPLE_DATA_NOT_REAL,99
2022,1,E009,New Horizon College of Engineering,Information Science,1G,5293,SAMPLE_DATA_NOT_REAL,0
2022,2,E009,New Horizon College of Engineering,Information Science,1G,6021,SAMPLE_DATA_NOT_REAL,1
2022,Final,E009,New Horizon College of Engineering,Information Science,1G,7655,SAMPLE_DATA_NOT_REAL,99
2023,1,E009,New Horizon College of Engineering,Information Science,1G,5354,SAMPLE_DATA_NOT_REAL,0
2023,2,E009,New Horizon College of Engineering,Information Science,1G,5836,SAMPLE_DATA_NOT_REAL,1
2023,Final,E009,New Horizon College of Engineering,Information Science,1G,7342,SAMPLE_DATA_NOT_REAL,99
2024,1,E009,New Horizon College of Engineering,Information Science,1G,5354,SAMPLE_DATA_NOT_REAL,0
2024,2,E009,New Horizon College of Engineering,Information Science,1G,5419,SAMPLE_DATA_NOT_REAL,1
2024,Final,E009,New Horizon College of Engineering,Information Science,1G,6980,SAMPLE_DATA_NOT_REAL,99
2025,1,E009,New Horizon College of Engineering,Information Science,1G,4972,SAMPLE_DATA_NOT_REAL,0
2025,2,E009,New Horizon College of Engineering,Information Science,1G,5928,SAMPLE_DATA_NOT_REAL,1
2025,Final,E009,New Horizon College of Engineering,Information Science,1G,6351,SAMPLE_DATA_NOT_REAL,99
2021,1,E009,New Horizon College of Engineering,Information Science,2A,7669,SAMPLE_DATA_NOT_REAL,0
2021,2,E009,New Horizon College of Engineering,Information Science,2A,8166,SAMPLE_DATA_NOT_REAL,1
2021,Final,E009,New Horizon College of Engineering,Information Science,2A,9656,SAMPLE_DATA_NOT_REAL,99
2022,1,E009,New Horizon College of Engineering,Information Science,2A,6905,SAMPLE_DATA_NOT_REAL,0
2022,2,E009,New Horizon College of Engineering,Information Science,2A,7443,SAMPLE_DATA_NOT_REAL,1
2022,Final,E009,New Horizon College of Engineering,Information Science,2A,8979,SAMPLE_DATA_NOT_REAL,99
2023,1,E009,New Horizon College of Engineering,Information Science,2A,6229,SAMPLE_DATA_NOT_REAL,0
2023,2,E009,New Horizon College of Engineering,Information Science,2A,8012,SAMPLE_DATA_NOT_REAL,1
2023,Final,E009,New Horizon College of Engineering,Information Science,2A,9080,SAMPLE_DATA_NOT_REAL,99
2024,1,E009,New Horizon College of Engineering,Information Science,2A,6398,SAMPLE_DATA_NOT_REAL,0
2024,2,E009,New Horizon College of Engineering,Information Science,2A,6999,SAMPLE_DATA_NOT_REAL,1
2024,Final,E009,New Horizon College of Engineering,Information Science,2A,8184,SAMPLE_DATA_NOT_REAL,99
2025,1,E009,New Horizon College of Engineering,Information Science,2A,6232,SAMPLE_DATA_NOT_REAL,0
2025,2,E009,New Horizon College of Engineering,Information Science,2A,7414,SAMPLE_DATA_NOT_REAL,1
2025,Final,E009,New Horizon College of Engineering,Information Science,2A,8369,SAMPLE_DATA_NOT_REAL,99
2021,1,E009,New Horizon College of Engineering,Information Science,2B,8688,SAMPLE_DATA_NOT_REAL,0
2021,2,E009,New Horizon College of Engineering,Information Science,2B,9659,SAMPLE_DATA_NOT_REAL,1
2021,Final,E009,New Horizon College of Engineering,Information Science,2B,10838,SAMPLE_DATA_NOT_REAL,99
2022,1,E009,New Horizon College of Engineering,Information Science,2B,7672,SAMPLE_DATA_NOT_REAL,0
2022,2,E009,New Horizon College of Engineering,Information Science,2B,8704,SAMPLE_DATA_NOT_REAL,1
2022,Final,E009,New Horizon College of Engineering,Information Science,2B,10224,SAMPLE_DATA_NOT_REAL,99
2023,1,E009,New Horizon College of Engineering,Information Science,2B,7118,SAMPLE_DATA_NOT_REAL,0
2023,2,E009,New Horizon College of Engineering,Information Science,2B,8360,SAMPLE_DATA_NOT_REAL,1
2023,Final,E009,New Horizon College of Engineering,Information Science,2B,10789,SAMPLE_DATA_NOT_REAL,99
2024,1,E009,New Horizon College of Engineering,Information Science,2B,7471,SAMPLE_DATA_NOT_REAL,0
2024,2,E009,New Horizon College of Engineering,Information Science,2B,8298,SAMPLE_DATA_NOT_REAL,1
2024,Final,E009,New Horizon College of Engineering,Information Science,2B,9645,SAMPLE_DATA_NOT_REAL,99
2025,1,E009,New Horizon College of Engineering,Information Science,2B,7101,SAMPLE_DATA_NOT_REAL,0
2025,2,E009,New Horizon College of Engineering,Information Science,2B,8469,SAMPLE_DATA_NOT_REAL,1
2025,Final,E009,New Horizon College of Engineering,Information Science,2B,9561,SAMPLE_DATA_NOT_REAL,99
2021,1,E009,New Horizon College of Engineering,Information Science,3A,8844,SAMPLE_DATA_NOT_REAL,0
2021,2,E009,New Horizon College of Engineering,Information Science,3A,10379,SAMPLE_DATA_NOT_REAL,1
2021,Final,E009,New Horizon College of Engineering,Information Science,3A,11843,SAMPLE_DATA_NOT_REAL,99
2022,1,E009,New Horizon College of Engineering,Information Science,3A,8021,SAMPLE_DATA_NOT_REAL,0
2022,2,E009,New Horizon College of Engineering,Information Science,3A,8952,SAMPLE_DATA_NOT_REAL,1
2022,Final,E009,New Horizon College of Engineering,Information Science,3A,11243,SAMPLE_DATA_NOT_REAL,99
2023,1,E009,New Horizon College of Engineering,Information Science,3A,7779,SAMPLE_DATA_NOT_REAL,0
2023,2,E009,New Horizon College of Engineering,Information Science,3A,8735,SAMPLE_DATA_NOT_REAL,1
2023,Final,E009,New Horizon College of Engineering,Information Science,3A,11483,SAMPLE_DATA_NOT_REAL,99
2024,1,E009,New Horizon College of Engineering,Information Science,3A,7210,SAMPLE_DATA_NOT_REAL,0
2024,2,E009,New Horizon College of Engineering,Information Science,3A,9504,SAMPLE_DATA_NOT_REAL,1
2024,Final,E009,New Horizon College of Engineering,Information Science,3A,9785,SAMPLE_DATA_NOT_REAL,99
2025,1,E009,New Horizon College of Engineering,Information Science,3A,7853,SAMPLE_DATA_NOT_REAL,0
2025,2,E009,New Horizon College of Engineering,Information Science,3A,7895,SAMPLE_DATA_NOT_REAL,1
2025,Final,E009,New Horizon College of Engineering,Information Science,3A,10548,SAMPLE_DATA_NOT_REAL,99
2021,1,E009,New Horizon College of Engineering,Information Science,3B,9521,SAMPLE_DATA_NOT_REAL,0
2021,2,E009,New Horizon College of Engineering,Information Science,3B,11332,SAMPLE_DATA_NOT_REAL,1
2021,Final,E009,New Horizon College of Engineering,Information Science,3B,11944,SAMPLE_DATA_NOT_REAL,99
2022,1,E009,New Horizon College of Engineering,Information Science,3B,8848,SAMPLE_DATA_NOT_REAL,0
2022,2,E009,New Horizon College of Engineering,Information Science,3B,10241,SAMPLE_DATA_NOT_REAL,1
2022,Final,E009,New Horizon College of Engineering,Information Science,3B,12295,SAMPLE_DATA_NOT_REAL,99
2023,1,E009,New Horizon College of Engineering,Information Science,3B,7868,SAMPLE_DATA_NOT_REAL,0
2023,2,E009,New Horizon College of Engineering,Information Science,3B,9173,SAMPLE_DATA_NOT_REAL,1
2023,Final,E009,New Horizon College of Engineering,Information Science,3B,12020,SAMPLE_DATA_NOT_REAL,99
